,abv,brewery_location,brewery_name,ibu,id,name,size,style
1935,4.4%,"Patchogue, NY",Blue Point Brewing Company,16,667,Blue Point Summer Ale,12 oz.,American Blonde Ale
1936,9.5%,"Houston, TX",Karbach Brewing Company,85,666,Rodeo Clown Double IPA,12 oz.,American Double / Imperial IPA
1937,5.5%,"Patchogue, NY",Blue Point Brewing Company,28,665,Toasted Lager,12 oz.,Vienna Lager
1938,7.2%,"Albuquerque, NM",La Cumbre Brewing Company,100,664,Elevated IPA,16 oz.,American IPA
1939,5.0%,"San Diego, CA",TailGate Beer,44,663,TailGate IPA,24 oz.,American IPA
1940,5.0%,"San Diego, CA",TailGate Beer,44,662,TailGate IPA,12 oz.,American IPA
1941,8.0%,"Longmont, CO",Oskar Blues Brewery,N/A,661,Chaka,16 oz. Alumi-Tek®	,Belgian Strong Pale Ale
1942,8.0%,"Indianapolis, IN",Sun King Brewing Company,N/A,660,Chaka,16 oz. Alumi-Tek®	,Belgian Strong Pale Ale
1943,7.5%,"Greeley, CO",Crabtree Brewing Company,29,659,Crabtree Oatmeal Stout,16 oz.,Oatmeal Stout
1944,5.1%,"Portland, OR",Hopworks Urban Brewery,32,658,HUB Lager,16 oz.,Czech Pilsener
1945,6.2%,"Nantucket, MA",Cisco Brewers,N/A,657,Summer of Lager,12 oz.,Munich Helles Lager
1946,6.5%,"Nantucket, MA",Cisco Brewers,N/A,656,Indie Pale Ale,12 oz.,American IPA
1947,7.0%,"Davenport, IA",Great River Brewery,22,655,Farmer Brown Ale,16 oz.,American Brown Ale
1948,5.3%,"Portland, OR",Natian Brewery,N/A,654,Undun Blonde Ale (2012),16 oz.,American Blonde Ale
1949,6.6%,"Portland, OR",Hopworks Urban Brewery,75,653,Hopworks IPA (2012),16 oz.,American IPA
1950,???,"Lexington, KY",West Sixth Brewing,N/A,652,West Sixth IPA,12 oz.,American IPA
1951,9.1%,"Indianapolis, IN",Sun King Brewing Company,91,651,Isis,16 oz.,American Double / Imperial IPA
1952,4.9%,"Stevens Point, WI",Stevens Point Brewery,13,650,Three Kings Ale,12 oz.,Kölsch
1953,4.5%,"Aurora, IN",Great Crescent Brewery,36,649,Great Crescent Brown Ale,16 oz.,American Brown Ale
1954,6.1%,"Anchorage, AK",Broken Tooth Brewing Company,64,648,Fairweather IPA,12 oz.,American IPA
1955,7.4%,"Belmont, CA",Devil's Canyon Brewery,12,647,Full Boar Scotch Ale,16 oz.,Scotch Ale / Wee Heavy
1956,5.4%,"Myrtle Beach, SC",New South Brewing Company,N/A,646,Nut Brown Ale,12 oz.,English Brown Ale
1957,4.0%,"Moab, UT",Moab Brewery,N/A,645,Rocket Bike American Lager,16 oz.,California Common / Steam Beer
1958,4.0%,"Moab, UT",Moab Brewery,N/A,644,Johnny's American IPA,16 oz.,American IPA
1959,5.0%,"Chattanooga, TN",Big River Brewing Company,32,643,Big River Pilsner,12 oz.,Czech Pilsener
1960,6.5%,"Warrenville, IL",Two Brothers Brewing Company,N/A,642,Outlaw IPA (2015),12 oz.,American IPA
1961,6.2%,"Boulder, CO",Twisted Pine Brewing Company,65,641,Hoppy Boy,16 oz.,American IPA
1962,5.5%,"Brooklyn, NY",Evil Twin Brewing,N/A,640,Hipster Ale (Westbrook Brewing),12 oz.,American Pale Ale (APA)
1963,5.7%,"Aurora, IN",Great Crescent Brewery,18,639,Cherry Ale (1),16 oz.,Fruit / Vegetable Beer
1964,4.7%,"Morganton, NC",Catawba Brewing Company,N/A,638,White Zombie Ale,12 oz.,Witbier
1965,7.2%,"Huntsville, AL",Straight to Ale,70,637,Monkeynaut IPA,12 oz.,American IPA
1966,7.0%,"Denver, CO",Renegade Brewing Company,100,636,Ryeteous Rye IPA (2012),16 oz.,American IPA
1967,6.6%,"Eagle, CO",Bonfire Brewing Company,72,633,Firestarter India Pale Ale,16 oz.,American IPA
1968,6.0%,"Chattanooga, TN",Big River Brewing Company,55,632,House Brand IPA,12 oz.,American IPA
1969,4.9%,"Westerly, RI",Grey Sail Brewing of Rhode Island,22,631,Flagship Ale,12 oz.,Cream Ale
1970,5.2%,"Brooklyn, NY",Sixpoint Craft Ales,11,630,Apollo,16 oz.,American Pale Wheat Ale
1971,4.9%,"Brooklyn, NY",Sixpoint Craft Ales,35,629,Harbinger,16 oz.,Saison / Farmhouse Ale
1972,9.1%,"Brooklyn, NY",Sixpoint Craft Ales,103,628,Resin,12 oz.,American Double / Imperial IPA
1973,8.5%,"Grand Rapids, MI",Brewery Vivant,N/A,627,Kludde,16 oz.,Belgian Strong Dark Ale
1974,5.7%,"Aurora, IN",Great Crescent Brewery,27,626,Aurora Lager (2011),16 oz.,Dortmunder / Export Lager
1975,7.2%,"Lake Havasu City, AZ",Mudshark Brewing Company,N/A,625,Desert Magic IPA,12 oz.,American IPA
1976,4.9%,"San Diego, CA",TailGate Beer,28,623,TailGate Hefeweizen,24 oz.,Hefeweizen
1977,5.0%,"San Diego, CA",TailGate Beer,19,622,Blacktop Blonde,24 oz.,American Blonde Ale
1978,5.5%,"Denver, CO",Wynkoop Brewing Company,N/A,620,B3K Black Lager,12 oz.,Schwarzbier
1979,4.5%,"Westminster, MA",Wachusett Brewing Company,10,619,Wachusett Blueberry Ale,12 oz.,Fruit / Vegetable Beer
1980,6.0%,"Westminster, MA",Wachusett Brewing Company,55,618,Green Monsta IPA,12 oz.,American IPA
1981,5.4%,"Jackson, WY",Snake River Brewing Company,36,617,Zonker Stout,12 oz.,Foreign / Export Stout
1982,4.5%,"Leavenworth, KS",High Noon Saloon And Brewery,N/A,616,Oregon Trail Unfiltered Raspberry Wheat,12 oz.,Fruit / Vegetable Beer
1983,6.0%,"Aurora, IN",Great Crescent Brewery,25,615,Frosted Fields Winter Wheat,16 oz.,American Dark Wheat Ale
1984,6.9%,"Boulder, CO",Upslope Brewing Company,N/A,614,Upslope Foreign Style Stout,12 oz.,Foreign / Export Stout
1985,6.0%,"Edwards, CO",Crazy Mountain Brewing Company,N/A,613,Mountain Livin' Pale Ale,12 oz.,American Pale Ale (APA)
1986,5.6%,"Lincoln, NE",Blue Blood Brewing Company,37,612,1327 Pod's ESB,12 oz.,Extra Special / Strong Bitter (ESB)
1987,4.6%,"Lincoln, NE",Blue Blood Brewing Company,35,611,834 Happy As Ale,12 oz.,American Pale Ale (APA)
1988,4.8%,"Boston, MA",Harpoon Brewery,10,610,UFO White,12 oz.,American Pale Wheat Ale
1989,5.8%,"Chicago, IL",Revolution Brewing Company,15,609,Rosa Hibiscus Ale,12 oz.,Herbed / Spiced Beer
1990,7.1%,"Frederick, MD",Flying Dog Brewery,60,608,Snake Dog IPA,12 oz.,American IPA
1991,4.7%,"Frederick, MD",Flying Dog Brewery,28,607,Underdog Atlantic Lager,12 oz.,American Pale Lager
1992,0.1%,"Santa Cruz, CA",Uncommon Brewers,N/A,606,Scotty K NA,16 oz.,Low Alcohol Beer
1993,6.0%,"Spirit Lake, IA",Okoboji Brewing Company,29,603,Midwest Charm Farmhouse Ale,16 oz.,Saison / Farmhouse Ale
1994,5.0%,"Spirit Lake, IA",Okoboji Brewing Company,45,602,Boji Blue Pale Ale,16 oz.,American Pale Ale (APA)
1995,5.7%,"Spirit Lake, IA",Okoboji Brewing Company,26,601,Winter Games Select #32 Stout,16 oz.,American Stout
1996,5.0%,"Spirit Lake, IA",Okoboji Brewing Company,23,600,Boji Beach Golden Rye Ale,16 oz.,Rye Beer
1997,4.5%,"Santa Fe, NM",Santa Fe Brewing Company,N/A,599,Santa Fe Irish Red Ale,12 oz.,Irish Red Ale
1998,5.6%,"Aspen, CO",Aspen Brewing Company,27,597,This Season's Blonde,12 oz.,American Blonde Ale
1999,7.0%,"Aspen, CO",Aspen Brewing Company,67,596,Independence Pass Ale,12 oz.,American IPA
2000,5.2%,"Manhattan, KS",Tallgrass Brewing Company,N/A,595,8-Bit Pale Ale,16 oz.,American Pale Ale (APA)
2001,5.7%,"Durham, NC",Triangle Brewing Company,N/A,594,Triangle India Pale Ale,12 oz.,American IPA
2002,4.6%,"Kona, HI",Kona Brewing Company,18,590,Longboard Island Lager,12 oz.,American Amber / Red Lager
2003,5.5%,"Telluride, CO",Telluride Brewing Company,N/A,589,Bridal Veil Rye Pale Ale,12 oz.,American Pale Ale (APA)
2004,4.1%,"Saint Louis, MO",Schlafly Brewing Company,16,588,Schlafly Hefeweizen,12 oz.,Hefeweizen
2005,4.8%,"Anchorage, AK",Midnight Sun Brewing Company,12,587,Snowshoe White Ale,12 oz.,Witbier
2006,5.0%,"Anchorage, AK",Midnight Sun Brewing Company,24,586,Kodiak Brown Ale,12 oz.,American Brown Ale
2007,8.0%,"Longmont, CO",Oskar Blues Brewery,70,585,HGH (Home Grown Hops): Part Duh,12 oz.,American Strong Ale
2008,9.0%,"Indianapolis, IN",Sun King Brewing Company,30,584,Wee Muckle (2011),16 oz.,Scotch Ale / Wee Heavy
2009,6.5%,"Woodinville, WA",Redhook Brewery,44,583,Long Hammer IPA,12 oz.,American IPA
2010,6.0%,"Baltimore, MD",Union Craft Brewing,N/A,582,Balt Altbier,12 oz.,Altbier
2011,4.2%,"Chicago, IL",Goose Island Brewing Company,20,581,312 Urban Wheat Ale (2012),12 oz.,American Pale Wheat Ale
2012,5.0%,"Providence, RI",Narragansett Brewing Company,22,580,Narragansett Cream Ale,16 oz.,Cream Ale
2013,6.2%,"Missoula, MT",Big Sky Brewing Company,65,579,Big Sky IPA (2012),12 oz.,American IPA
2014,5.0%,"Fort Collins, CO",New Belgium Brewing Company,29,578,Shift,16 oz.,American Pale Lager
2015,5.1%,"New York, NY",Bomb Beer Company,N/A,577,Bomb Lager (New Recipe),12 oz.,Munich Helles Lager
2016,5.0%,"Mt. Pleasant, SC",Westbrook Brewing Company,16,576,White Thai,12 oz.,Witbier
2017,6.8%,"Mt. Pleasant, SC",Westbrook Brewing Company,65,575,Westbrook IPA,12 oz.,American IPA
2018,4.0%,"Bridgewater Corners, VT",Long Trail Brewing Company,8,574,Blackbeary Wheat,12 oz.,Fruit / Vegetable Beer
2019,4.6%,"Bridgewater Corners, VT",Long Trail Brewing Company,30,573,Long Trail Ale (1),12 oz.,Altbier
2020,5.7%,"Boonville, CA",Anderson Valley Brewing Company,13,572,Barney Flats Oatmeal Stout (2012),12 oz.,Oatmeal Stout
2021,5.5%,"Tampa, FL",Cigar City Brewing Company,25,571,Maduro Brown Ale,12 oz.,American Brown Ale
2022,5.0%,"Tampa, FL",Cigar City Brewing Company,N/A,570,Hotter Than Helles Lager,12 oz.,Munich Helles Lager
2023,7.2%,"Tampa, FL",Cigar City Brewing Company,75,569,Tocobaga Red Ale,12 oz.,American Amber / Red Ale
2024,9.0%,"Woodbridge, CT",New England Brewing Company,N/A,568,668 Neighbor of the Beast12 oz.,12 oz.,Belgian Pale Ale
2025,4.9%,"Seattle, WA",Churchkey Can Company,29,567,Churchkey Pilsner Style Beer,12 oz.,American Pilsner
2026,6.8%,"Brooklyn, NY",Brooklyn Brewery,47,566,East India Pale Ale,12 oz.,English India Pale Ale (IPA)
2027,8.0%,"Longmont, CO",Oskar Blues Brewery,N/A,565,Deviant Dale's IPA,16 oz.,American Double / Imperial IPA
2028,6.5%,"Fort Collins, CO",New Belgium Brewing Company,70,564,Ranger IPA,16 oz.,American IPA
2029,5.2%,"Fort Collins, CO",New Belgium Brewing Company,18,563,Fat Tire Amber Ale,16 oz.,American Amber / Red Ale
2030,5.5%,"Astoria, OR",Fort George Brewery,N/A,562,Sunrise Oatmeal Pale Ale,16 oz.,American Pale Ale (APA)
2031,5.7%,"Seattle, WA",Two Beers Brewing Company,36,560,Persnickety Pale,12 oz.,American Pale Ale (APA)
2032,4.5%,"Jacksonville, FL",Intuition Ale Works,20,559,Jon Boat Coastal Ale,12 oz.,American Blonde Ale
2033,6.8%,"Jacksonville, FL",Intuition Ale Works,55,558,I-10 IPA,12 oz.,American IPA
2034,7.7%,"Greeley, CO",Crabtree Brewing Company,71,556,Eclipse Black IPA,16 oz.,American Black Ale
2035,6.9%,"Conroe, TX",Southern Star Brewing Company,23,555,Le Mort Vivant (2011),12 oz.,Bière de Garde
2036,5.3%,"Jacksonville, FL",Intuition Ale Works,28,553,People's Pale Ale,12 oz.,American Pale Ale (APA)
2037,8.8%,"Astoria, OR",Fort George Brewery,N/A,552,Cavatica Stout,16 oz.,American Double / Imperial Stout
2038,3.2%,"Asheville, NC",Asheville Brewing Company,27,550,Rocket Girl,12 oz.,Kölsch
2039,5.9%,"Los Angeles, CA",Golden Road Brewing,60,549,Point the Way IPA (2012),16 oz.,American IPA
2040,4.6%,"Los Angeles, CA",Golden Road Brewing,15,548,Golden Road Hefeweizen (2012),16 oz.,Hefeweizen
2041,5.0%,"Lahaina, HI",Maui Brewing Company,12,547,La Perouse White,12 oz.,Witbier
2042,7.5%,"Tampa, FL",Cigar City Brewing Company,70,546,Jai Alai IPA,12 oz.,American IPA
2043,5.0%,"Tampa, FL",Cigar City Brewing Company,18,545,Florida Cracker Belgian Wit,12 oz.,Witbier
2044,7.0%,"Tampa, FL",Tampa Bay Brewing Company,80,544,Old Elephant Foot IPA,16 oz.,American IPA
2045,6.8%,"Santa Cruz, CA",Uncommon Brewers,N/A,543,Bacon Brown Ale,16 oz.,American Brown Ale
2046,5.5%,"Spearfish, SD",Crow Peak Brewing Company,N/A,542,Canyon Cream Ale,12 oz.,Cream Ale
2047,4.5%,"Eau Claire, WI",Northwoods Brewpub,N/A,541,Walter's Premium Pilsener Beer,12 oz.,German Pilsener
2048,7.0%,"Davenport, IA",Great River Brewery,70,540,Big Cock IPA,16 oz.,American IPA
2049,5.9%,"Davenport, IA",Great River Brewery,25,539,Oktoberfest,16 oz.,Märzen / Oktoberfest
2050,8.0%,"Reno, NV",Buckbean Brewing Company,N/A,538,Tour de Nez Belgian IPA (Current),16 oz.,Belgian IPA
2051,8.5%,"Manhattan, KS",Tallgrass Brewing Company,N/A,537,Velvet Rooster,16 oz.,Tripel
2052,4.5%,"Detroit, MI",Atwater Brewery,8,534,Dirty Blonde Ale,12 oz.,American Blonde Ale
2053,5.5%,"Lewiston, ME",Baxter Brewing Company,35,533,Amber Road,12 oz.,American Amber / Red Ale
2054,7.5%,"Indianapolis, IN",Sun King Brewing Company,77,532,Grapefruit Jungle (GFJ) (2011),16 oz.,American IPA
2055,8.5%,"San Francisco, CA",21st Amendment Brewery,52,531,Special Edition: Allies Win The War!,12 oz.,English Strong Ale
2056,5.7%,"Pittsboro, NC",Carolina Brewery,N/A,530,Flagship IPA,12 oz.,English India Pale Ale (IPA)
2057,4.5%,"Baton Rouge, LA",Tin Roof Brewing Company,18,529,Tin Roof Blonde Ale,12 oz.,American Blonde Ale
2058,5.0%,"Detroit, MI",Atwater Brewery,62,528,Grand Circus IPA,12 oz.,American IPA
2059,5.0%,"Detroit, MI",Atwater Brewery,12,527,Atwater's Lager,12 oz.,Munich Helles Lager
2060,5.5%,"Indianapolis, IN",Sun King Brewing Company,23,526,Sun King Oktoberfest (2011),16 oz.,Märzen / Oktoberfest
2061,6.3%,"Brooklyn, NY",Sixpoint Craft Ales,69,525,Diesel,16 oz.,American Stout
2062,???,"Dolores, CO",Dolores River Brewery,N/A,524,Dolores River Hefeweizen,16 oz.,Hefeweizen
2063,6.9%,"Boonville, CA",Anderson Valley Brewing Company,6,523,Winter Solstice,12 oz.,Winter Warmer
2064,5.5%,"Bucryus, MO",Piney River Brewing Company,20,521,McKinney Eddy Amber Ale,16 oz.,American Amber / Red Ale
2065,???,"Smithton, PA",Flat Rock Brewing Company,N/A,520,Inclined Plane Ale,12 oz.,American IPA
2066,5.4%,"Seattle, WA",Two Beers Brewing Company,20,519,SoDo Brown Ale,12 oz.,American Brown Ale
2067,5.2%,"Seattle, WA",Two Beers Brewing Company,27,518,Immersion Amber Ale (2011),12 oz.,American Amber / Red Ale
2068,4.8%,"Davenport, IA",Great River Brewery,25,517,40th Annual Bix Street Fest Copper Ale (Current),16 oz.,American Amber / Red Ale
2069,6.5%,"Abita Springs, LA",Abita Brewing Company,52,516,Jockamo IPA,12 oz.,American IPA
2070,4.2%,"Abita Springs, LA",Abita Brewing Company,13,515,Purple Haze,12 oz.,Fruit / Vegetable Beer
2071,4.5%,"Abita Springs, LA",Abita Brewing Company,17,514,Abita Amber,12 oz.,American Amber / Red Lager
2072,4.5%,"New York, NY",Bomb Beer Company,27,513,Bomb Lager (Old Recipe),12 oz.,Munich Helles Lager
2073,6.0%,"Brooklyn, NY",Sixpoint Craft Ales,48,512,Autumnation (2011-12) (2011),16 oz.,Pumpkin Ale
2074,4.2%,"Mammoth Lakes, CA",Mammoth Brewing Company,N/A,511,High Country Pilsner (Current),12 oz.,German Pilsener
2075,5.5%,"Danville, PA",Old Forge Brewing Company,N/A,509,T-Rail Pale Ale,16 oz.,American Pale Ale (APA)
2076,4.8%,"Danville, PA",Old Forge Brewing Company,N/A,508,Endless Summer Ale (2011),16 oz.,American Pale Wheat Ale
2077,5.2%,"Morganton, NC",Catawba Brewing Company,N/A,507,Firewater India Pale Ale,12 oz.,American IPA
2078,???,"Belt, MT",Harvest Moon Brewing Company,N/A,506,Great Falls Select Pale Ale,12 oz.,American Blonde Ale
2079,6.2%,"Seattle, WA",Two Beers Brewing Company,70,505,Evolutionary IPA (2011),12 oz.,American IPA
2080,???,"Reno, NV",Buckbean Brewing Company,N/A,504,Roler Bock (Current),16 oz.,Maibock / Helles Bock
2081,5.1%,"Austin, TX",Hops & Grain Brewery,40,502,Alteration,12 oz.,Altbier
2082,6.0%,"Austin, TX",Hops & Grain Brewery,50,501,Pale Dog,12 oz.,American Pale Ale (APA)
2083,6.5%,"Springfield, OR",Hop Valley Brewing Company,90,499,Alphadelic IPA (2011),12 oz.,American IPA
2084,4.9%,"Springfield, OR",Hop Valley Brewing Company,20,498,Double D Blonde (2011),12 oz.,American Blonde Ale
2085,5.5%,"Seattle, WA",Hilliard's Beer,60,497,Hilliard's Amber Ale,16 oz.,American Amber / Red Ale
2086,6.6%,"Seattle, WA",Hilliard's Beer,30,496,Hilliard's Saison,16 oz.,Saison / Farmhouse Ale
2087,5.5%,"Baton Rouge, LA",Tin Roof Brewing Company,37,495,Voodoo Bengal Pale Ale,12 oz.,American Pale Ale (APA)
2088,4.5%,"Baton Rouge, LA",Tin Roof Brewing Company,28,494,Perfect Tin Amber,12 oz.,American Amber / Red Ale
2089,6.5%,"New Orleans, LA",New Orleans Lager & Ale Brewing ...,N/A,486,Hopitoulas IPA,16 oz.,American IPA
2090,3.9%,"New Orleans, LA",New Orleans Lager & Ale Brewing ...,N/A,485,NOLA Brown Ale,12 oz.,English Dark Mild Ale
2091,4.9%,"New Orleans, LA",New Orleans Lager & Ale Brewing ...,N/A,484,NOLA Blonde Ale,12 oz.,American Blonde Ale
2092,4.8%,"Seattle, WA",Two Beers Brewing Company,48,482,Trailhead India Style Session Ale (2011),12 oz.,American IPA
2093,7.5%,"Chicago, IL",Finch's Beer Company,N/A,481,Threadless IPA,16 oz.,American IPA
2094,5.6%,"Morganton, NC",Catawba Brewing Company,N/A,480,Farmer Ted's Farmhouse Cream Ale,12 oz.,Cream Ale
2095,7.0%,"Bucryus, MO",Piney River Brewing Company,70,479,Missouri Mule India Pale Ale,16 oz.,American IPA
2096,5.1%,"Aurora, IN",Great Crescent Brewery,13,478,Great Crescent Belgian Style Wit,16 oz.,Witbier
2097,5.0%,"Williams, AZ",Grand Canyon Brewing Company,N/A,477,White Water Wheat,12 oz.,American Pale Wheat Ale
2098,5.2%,"Williams, AZ",Grand Canyon Brewing Company,N/A,476,Grand Canyon American Pilsner,12 oz.,American Pilsner
2099,5.1%,"Helena, MT",Lewis and Clark Brewing Company,N/A,475,Yellowstone Golden Ale,12 oz.,Kölsch
2100,5.7%,"Helena, MT",Lewis and Clark Brewing Company,N/A,474,Tumbleweed IPA,12 oz.,American IPA
2101,5.0%,"Helena, MT",Lewis and Clark Brewing Company,N/A,473,Lewis & Clark Amber Ale,12 oz.,American Amber / Red Ale
2102,5.0%,"Helena, MT",Lewis and Clark Brewing Company,N/A,472,Miner's Gold Hefeweizen,12 oz.,Hefeweizen
2103,5.7%,"Helena, MT",Lewis and Clark Brewing Company,N/A,471,Back Country Scottish Ale,12 oz.,Scottish Ale
2104,5.5%,"Bozeman, MT",Bozeman Brewing Company,N/A,470,Bozone Select Amber Ale,12 oz.,American Amber / Red Ale
2105,5.0%,"Henderson, NV",Joseph James Brewing Company,50,469,Fox Tail Gluten Free Ale,12 oz.,American Pale Ale (APA)
2106,9.3%,"Henderson, NV",Joseph James Brewing Company,90,468,Hop Box Imperial IPA,12 oz.,American Double / Imperial IPA
2107,5.2%,"Henderson, NV",Joseph James Brewing Company,15,467,Joseph James American Lager,12 oz.,American Adjunct Lager
2108,4.8%,"Boulder, CO",Upslope Brewing Company,15,466,Top Rope Mexican-style Craft Lager,12 oz.,Vienna Lager
2109,4.9%,"Houston, TX",Karbach Brewing Company,45,465,Sympathy for the Lager,12 oz.,American Amber / Red Lager
2110,5.2%,"Houston, TX",Karbach Brewing Company,15,464,Weisse Versa,12 oz.,Hefeweizen
2111,6.6%,"Houston, TX",Karbach Brewing Company,70,463,Hopadillo India Pale Ale,12 oz.,American IPA
2112,4.5%,"Rochester, NY",Dundee Brewing Company,18,457,Dundee Summer Wheat Beer,12 oz.,American Pale Wheat Ale
2113,5.7%,"Stevens Point, WI",Stevens Point Brewery,15,456,Point Oktoberfest,12 oz.,Märzen / Oktoberfest
2114,7.5%,"Aurora, IN",Great Crescent Brewery,65,455,Bourbon's Barrel Stout,16 oz.,American Stout
2115,4.7%,"Utica, NY",Matt Brewing Company,N/A,453,Saranac Summer Ale (2011),12 oz.,American Pale Wheat Ale
2116,4.6%,"Seattle, WA",Two Beers Brewing Company,N/A,451,Panorama Wheat Ale,12 oz.,American Pale Wheat Ale
2117,???,"Dolores, CO",Dolores River Brewery,N/A,450,Dolores River ESB,16 oz.,Extra Special / Strong Bitter (ESB)
2118,???,"Dolores, CO",Dolores River Brewery,N/A,449,Snaggletooth Double Pale Ale,16 oz.,American Double / Imperial IPA
2119,???,"Dolores, CO",Dolores River Brewery,N/A,448,Dolores River Pale Ale,16 oz.,American Pale Ale (APA)
2120,???,"Dolores, CO",Dolores River Brewery,N/A,447,Dolores River Dry Stout,16 oz.,Irish Dry Stout
2121,???,"Dolores, CO",Dolores River Brewery,N/A,446,Dolores River Mild,16 oz.,English Dark Mild Ale
2122,5.0%,"Glendale, WI",Sprecher Brewing Company,22,445,Special Amber,12 oz.,Vienna Lager
2123,4.8%,"Boulder, CO",Upslope Brewing Company,22,444,Upslope Craft Lager,12 oz.,Vienna Lager
2124,8.0%,"Aurora, IN",Great Crescent Brewery,66,442,Great Crescent Stout,16 oz.,English Stout
2125,5.6%,"Aurora, IN",Great Crescent Brewery,33,441,Great Crescent Coconut Porter (2012),16 oz.,American Porter
2126,5.7%,"Aurora, IN",Great Crescent Brewery,23,440,Great Crescent Dark Lager,16 oz.,Euro Dark Lager
2127,4.2%,"Aurora, IN",Great Crescent Brewery,26,439,Great Crescent Mild Ale,16 oz.,English Dark Mild Ale
2128,6.2%,"Aurora, IN",Great Crescent Brewery,60,436,Great Crescent IPA (2011),16 oz.,American IPA
2129,6.8%,"Lahaina, HI",Maui Brewing Company,68,435,Flyin' HI.P.Hay,12 oz.,American IPA
2130,5.7%,"Anchorage, AK",Midnight Sun Brewing Company,70,434,Sockeye Red IPA,12 oz.,American IPA
2131,5.5%,"Greenville, DE",Twin Lakes Brewing Company,52,433,Greenville Pale Ale,12 oz.,American Pale Ale (APA)
2132,9.7%,"San Francisco, CA",21st Amendment Brewery,94,432,Hop Crisis,12 oz.,American Double / Imperial IPA
2133,5.5%,"Golden, CO",AC Golden Brewing Company,26,431,Colorado Native (2011),12 oz.,American Amber / Red Lager
2134,8.2%,"Lake Barrington, IL",Wild Onion Brewing Company,100,430,Hop Slayer Double IPA (2011),12 oz.,American Double / Imperial IPA
2135,5.3%,"Asheville, NC",Asheville Brewing Company,26,429,Ninja Porter,12 oz.,American Porter
2136,6.0%,"Asheville, NC",Asheville Brewing Company,69,428,Shiva IPA,12 oz.,American IPA
2137,5.1%,"Pittsboro, NC",Carolina Brewery,N/A,427,Sky Blue Golden Ale,12 oz.,Kölsch
2138,7.2%,"Chico, CA",Sierra Nevada Brewing Company,65,426,Torpedo,16 oz.,American IPA
2139,5.4%,"Brooklyn, NY",Sixpoint Craft Ales,42,425,The Crisp (2011),16 oz.,German Pilsener
2140,5.2%,"Brooklyn, NY",Sixpoint Craft Ales,34,424,Sweet Action (2011),16 oz.,Cream Ale
2141,6.3%,"Brooklyn, NY",Sixpoint Craft Ales,57,423,Righteous Ale (2011),16 oz.,Rye Beer
2142,6.4%,"Brooklyn, NY",Sixpoint Craft Ales,62,422,Bengali Tiger (2011),16 oz.,American IPA
2143,5.3%,"Mustang, OK",Mustang Brewing Company,10,421,Mustang Golden Ale,12 oz.,American Blonde Ale
2144,5.3%,"Mustang, OK",Mustang Brewing Company,14,420,Washita Wheat,12 oz.,American Pale Wheat Ale
2145,5.0%,"Kinston, NC",Mother Earth Brewing Company,N/A,419,Second Wind Pale Ale,12 oz.,American Pale Ale (APA)
2146,6.1%,"Chicago, IL",Revolution Brewing Company,31,418,Fistmas Ale,12 oz.,Herbed / Spiced Beer
2147,5.7%,"Chicago, IL",Revolution Brewing Company,25,417,Oktoberfest Revolution,12 oz.,Märzen / Oktoberfest
2148,6.8%,"Chicago, IL",Revolution Brewing Company,28,416,Eugene Porter,12 oz.,American Porter
2149,6.5%,"Chicago, IL",Revolution Brewing Company,70,415,Anti-Hero IPA,12 oz.,American IPA
2150,5.0%,"Chicago, IL",Revolution Brewing Company,14,414,Bottom Up Belgian Wit,12 oz.,Witbier
2151,6.0%,"Battle Creek, MI",Arcadia Brewing Company,55,413,Sky High Rye,12 oz.,American Pale Ale (APA)
2152,5.0%,"Manhattan, KS",Tallgrass Brewing Company,20,412,Halcyon Unfiltered Wheat,12 oz.,American Pale Wheat Ale
2153,5.4%,"Hayward, WI",Angry Minnow Brewing Company,N/A,410,River Pig Pale Ale,16 oz.,American Pale Ale (APA)
2154,4.7%,"Hayward, WI",Angry Minnow Brewing Company,N/A,409,Oaky's Oatmeal Stout,16 oz.,Oatmeal Stout
2155,5.0%,"Kinston, NC",Mother Earth Brewing Company,N/A,408,Sunny Haze,12 oz.,Hefeweizen
2156,5.0%,"Jackson, WY",Snake River Brewing Company,22,407,OB-1 Organic Ale,12 oz.,English Brown Ale
2157,5.0%,"Jackson, WY",Snake River Brewing Company,18,406,Snake River Lager,12 oz.,Vienna Lager
2158,4.5%,"Whitefish, MT",Great Northern Brewing Company,15,404,Black Star Double Hopped Golden Lager (24 oz.),24 oz.,American Pale Lager
2159,4.2%,"Providence, RI",Narragansett Brewing Company,24,403,Narragansett Summer Ale,16 oz.,American Pale Wheat Ale
2160,5.2%,"Jackson, WY",Snake River Brewing Company,32,402,Snake River Pale Ale,12 oz.,American Pale Ale (APA)
2161,5.6%,"Chico, CA",Sierra Nevada Brewing Company,37,400,Sierra Nevada Pale Ale,12 oz.,American Pale Ale (APA)
2162,5.2%,"Seattle, WA",Pyramid Breweries,18,399,Pyramid Hefeweizen (2011),12 oz.,Hefeweizen
2163,4.2%,"Lake Barrington, IL",Wild Onion Brewing Company,13,398,Wild Onion Summer Wit,12 oz.,Witbier
2164,4.5%,"Denver, CO",Breckenridge Brewery,15,397,SummerBright Ale,12 oz.,American Pale Wheat Ale
2165,7.8%,"Buena Vista, CO",Eddyline Brewery & Restaurant,74,395,Crank Yanker IPA (2011),16 oz.,American IPA
2166,9.9%,"Indianapolis, IN",Sun King Brewing Company,60,394,Johan the Barleywine,16 oz.,English Barleywine
